FL_X,FL_Y,FR_X,FR_Y,ML_X,ML_Y,MR_X,MR_Y,BL_X,BL_Y,BR_X,BR_Y
-0.40,1.22,-0.40,-1.15,-5.56,1.09,-4.20,-1.03,-4.20,1.09,-5.56,-1.03
-0.36,1.22,-0.36,-1.15,-5.52,1.09,-4.16,-1.03,-4.16,1.09,-5.52,-1.03
-0.32,1.22,-0.32,-1.15,-5.48,1.09,-4.12,-1.03,-4.12,1.09,-5.48,-1.03
-0.28,1.22,-0.28,-1.15,-5.44,1.09,-4.08,-1.03,-4.08,1.09,-5.44,-1.03
-0.24,1.22,-0.24,-1.15,-5.40,1.09,-4.04,-1.03,-4.04,1.09,-5.40,-1.03
-0.20,1.22,-0.20,-1.15,-5.36,1.09,-4.00,-1.03,-4.00,1.09,-5.36,-1.03
-0.16,1.22,-0.16,-1.15,-5.32,1.09,-3.96,-1.03,-3.96,1.09,-5.32,-1.03
-0.12,1.22,-0.12,-1.15,-5.28,1.09,-3.92,-1.03,-3.92,1.09,-5.28,-1.03
-0.08,1.22,-0.08,-1.15,-5.24,1.09,-3.88,-1.03,-3.88,1.09,-5.24,-1.03
-0.04,1.22,-0.04,-1.15,-5.20,1.09,-3.84,-1.03,-3.84,1.09,-5.20,-1.03
0.00,1.22,0.00,-1.15,-5.16,1.09,-3.80,-1.03,-3.80,1.09,-5.16,-1.03
0.04,1.22,0.04,-1.15,-5.12,1.09,-3.76,-1.03,-3.76,1.09,-5.12,-1.03
0.08,1.22,0.08,-1.15,-5.08,1.09,-3.72,-1.03,-3.72,1.09,-5.08,-1.03
0.12,1.22,0.12,-1.15,-5.04,1.09,-3.68,-1.03,-3.68,1.09,-5.04,-1.03
0.16,1.22,0.16,-1.15,-5.00,1.09,-3.64,-1.03,-3.64,1.09,-5.00,-1.03
0.20,1.22,0.20,-1.15,-4.96,1.09,-3.60,-1.03,-3.60,1.09,-4.96,-1.03
0.24,1.22,0.24,-1.15,-4.92,1.09,-3.56,-1.03,-3.56,1.09,-4.92,-1.03
0.28,1.22,0.28,-1.15,-4.88,1.09,-3.52,-1.03,-3.52,1.09,-4.88,-1.03
0.32,1.22,0.32,-1.15,-4.84,1.09,-3.48,-1.03,-3.48,1.09,-4.84,-1.03
0.36,1.22,0.36,-1.15,-4.80,1.09,-3.44,-1.03,-3.44,1.09,-4.80,-1.03
0.40,1.22,0.40,-1.15,-4.76,1.09,-3.40,-1.03,-3.40,1.09,-4.76,-1.03
0.44,1.22,0.44,-1.15,-4.72,1.09,-3.36,-1.03,-3.36,1.09,-4.72,-1.03
0.48,1.22,0.48,-1.15,-4.68,1.09,-3.32,-1.03,-3.32,1.09,-4.68,-1.03
0.52,1.22,0.52,-1.15,-4.64,1.09,-3.28,-1.03,-3.28,1.09,-4.64,-1.03
0.56,1.22,0.56,-1.15,-4.60,1.09,-3.24,-1.03,-3.24,1.09,-4.60,-1.03
0.60,1.22,0.60,-1.15,-4.56,1.09,-3.20,-1.03,-3.20,1.09,-4.56,-1.03
0.64,1.22,0.64,-1.15,-4.52,1.09,-3.16,-1.03,-3.16,1.09,-4.52,-1.03
0.68,1.22,0.68,-1.15,-4.48,1.09,-3.12,-1.03,-3.12,1.09,-4.48,-1.03
0.72,1.22,0.72,-1.15,-4.44,1.09,-3.08,-1.03,-3.08,1.09,-4.44,-1.03
0.76,1.22,0.76,-1.15,-4.40,1.09,-3.04,-1.03,-3.04,1.09,-4.40,-1.03
0.80,1.22,0.80,-1.15,-4.36,1.09,-3.00,-1.03,-3.00,1.09,-4.36,-1.03
0.84,1.22,0.84,-1.15,-4.32,1.09,-2.96,-1.03,-2.96,1.09,-4.32,-1.03
0.88,1.22,0.88,-1.15,-4.28,1.09,-2.92,-1.03,-2.92,1.09,-4.28,-1.03
0.92,1.22,0.92,-1.15,-4.24,1.09,-2.88,-1.03,-2.88,1.09,-4.24,-1.03
0.96,1.22,0.96,-1.15,-4.20,1.09,-2.84,-1.03,-2.84,1.09,-4.20,-1.03
1.00,1.22,1.00,-1.15,-4.16,1.09,-2.80,-1.03,-2.80,1.09,-4.16,-1.03
1.04,1.22,1.04,-1.15,-4.12,1.09,-2.76,-1.03,-2.76,1.09,-4.12,-1.03
1.08,1.22,1.08,-1.15,-4.08,1.09,-2.72,-1.03,-2.72,1.09,-4.08,-1.03
1.12,1.22,1.12,-1.15,-4.04,1.09,-2.68,-1.03,-2.68,1.09,-4.04,-1.03
1.16,1.22,1.16,-1.15,-4.00,1.09,-2.64,-1.03,-2.64,1.09,-4.00,-1.03
1.20,1.22,1.20,-1.15,-3.96,1.09,-2.60,-1.03,-2.60,1.09,-3.96,-1.03
1.24,1.22,1.24,-1.15,-3.92,1.09,-2.56,-1.03,-2.56,1.09,-3.92,-1.03
1.28,1.22,1.28,-1.15,-3.88,1.09,-2.52,-1.03,-2.52,1.09,-3.88,-1.03
1.32,1.22,1.32,-1.15,-3.84,1.09,-2.48,-1.03,-2.48,1.09,-3.84,-1.03
1.36,1.22,1.36,-1.15,-3.80,1.09,-2.44,-1.03,-2.44,1.09,-3.80,-1.03
1.40,1.22,1.40,-1.15,-3.76,1.09,-2.40,-1.03,-2.40,1.09,-3.76,-1.03
1.44,1.22,1.44,-1.15,-3.72,1.09,-2.36,-1.03,-2.36,1.09,-3.72,-1.03
1.48,1.22,1.48,-1.15,-3.68,1.09,-2.32,-1.03,-2.32,1.09,-3.68,-1.03
1.52,1.22,1.52,-1.15,-3.64,1.09,-2.28,-1.03,-2.28,1.09,-3.64,-1.03
1.56,1.22,1.56,-1.15,-3.60,1.09,-2.24,-1.03,-2.24,1.09,-3.60,-1.03
1.60,1.22,1.60,-1.15,-3.56,1.09,-2.20,-1.03,-2.20,1.09,-3.56,-1.03
1.64,1.22,1.64,-1.15,-3.52,1.09,-2.16,-1.03,-2.16,1.09,-3.52,-1.03
1.68,1.22,1.68,-1.15,-3.48,1.09,-2.12,-1.03,-2.12,1.09,-3.48,-1.03
1.72,1.22,1.72,-1.15,-3.44,1.09,-2.08,-1.03,-2.08,1.09,-3.44,-1.03
1.76,1.22,1.76,-1.15,-3.40,1.09,-2.04,-1.03,-2.04,1.09,-3.40,-1.03
1.80,1.22,1.80,-1.15,-3.36,1.09,-2.00,-1.03,-2.00,1.09,-3.36,-1.03
1.84,1.22,1.84,-1.15,-3.32,1.09,-1.96,-1.03,-1.96,1.09,-3.32,-1.03
1.88,1.22,1.88,-1.15,-3.28,1.09,-1.92,-1.03,-1.92,1.09,-3.28,-1.03
1.92,1.22,1.92,-1.15,-3.24,1.09,-1.88,-1.03,-1.88,1.09,-3.24,-1.03
1.96,1.22,1.96,-1.15,-3.20,1.09,-1.84,-1.03,-1.84,1.09,-3.20,-1.03
2.00,1.22,2.00,-1.15,-3.16,1.09,-1.80,-1.03,-1.80,1.09,-3.16,-1.03
2.04,1.22,2.04,-1.15,-3.12,1.09,-1.76,-1.03,-1.76,1.09,-3.12,-1.03
2.08,1.22,2.08,-1.15,-3.08,1.09,-1.72,-1.03,-1.72,1.09,-3.08,-1.03
2.12,1.22,2.12,-1.15,-3.04,1.09,-1.68,-1.03,-1.68,1.09,-3.04,-1.03
2.16,1.22,2.16,-1.15,-3.00,1.09,-1.64,-1.03,-1.64,1.09,-3.00,-1.03
2.20,1.22,2.20,-1.15,-2.96,1.09,-1.60,-1.03,-1.60,1.09,-2.96,-1.03
2.24,1.22,2.24,-1.15,-2.92,1.09,-1.56,-1.03,-1.56,1.09,-2.92,-1.03
2.28,1.22,2.28,-1.15,-2.88,1.09,-1.52,-1.03,-1.52,1.09,-2.88,-1.03
2.32,1.22,2.32,-1.15,-2.84,1.09,-1.48,-1.03,-1.48,1.09,-2.84,-1.03
2.36,1.22,2.36,-1.15,-2.80,1.09,-1.44,-1.03,-1.44,1.09,-2.80,-1.03
2.40,1.22,2.40,-1.15,-2.76,1.09,-1.40,-1.03,-1.40,1.09,-2.76,-1.03
2.44,1.22,2.44,-1.15,-2.72,1.09,-1.36,-1.03,-1.36,1.09,-2.72,-1.03
2.48,1.22,2.48,-1.15,-2.68,1.09,-1.32,-1.03,-1.32,1.09,-2.68,-1.03
2.52,1.22,2.52,-1.15,-2.64,1.09,-1.28,-1.03,-1.28,1.09,-2.64,-1.03
2.56,1.22,2.56,-1.15,-2.60,1.09,-1.24,-1.03,-1.24,1.09,-2.60,-1.03
2.60,1.22,2.60,-1.15,-2.56,1.09,-1.20,-1.03,-1.20,1.09,-2.56,-1.03
2.64,1.22,2.64,-1.15,-2.52,1.09,-1.16,-1.03,-1.16,1.09,-2.52,-1.03
2.68,1.22,2.68,-1.15,-2.48,1.09,-1.12,-1.03,-1.12,1.09,-2.48,-1.03
2.72,1.22,2.72,-1.15,-2.44,1.09,-1.08,-1.03,-1.08,1.09,-2.44,-1.03
2.76,1.22,2.76,-1.15,-2.40,1.09,-1.04,-1.03,-1.04,1.09,-2.40,-1.03
2.80,1.22,2.80,-1.15,-2.36,1.09,-1.00,-1.03,-1.00,1.09,-2.36,-1.03
2.84,1.22,2.84,-1.15,-2.32,1.09,-0.96,-1.03,-0.96,1.09,-2.32,-1.03
2.88,1.22,2.88,-1.15,-2.28,1.09,-0.92,-1.03,-0.92,1.09,-2.28,-1.03
2.92,1.22,2.92,-1.15,-2.24,1.09,-0.88,-1.03,-0.88,1.09,-2.24,-1.03
2.96,1.22,2.96,-1.15,-2.20,1.09,-0.84,-1.03,-0.84,1.09,-2.20,-1.03
3.00,1.22,3.00,-1.15,-2.16,1.09,-0.80,-1.03,-0.80,1.09,-2.16,-1.03
3.04,1.22,3.04,-1.15,-2.12,1.09,-0.76,-1.03,-0.76,1.09,-2.12,-1.03
3.08,1.22,3.08,-1.15,-2.08,1.09,-0.72,-1.03,-0.72,1.09,-2.08,-1.03
3.12,1.22,3.12,-1.15,-2.04,1.09,-0.68,-1.03,-0.68,1.09,-2.04,-1.03
3.16,1.22,3.16,-1.15,-2.00,1.09,-0.64,-1.03,-0.64,1.09,-2.00,-1.03
3.20,1.22,3.20,-1.15,-1.96,1.09,-0.60,-1.03,-0.60,1.09,-1.96,-1.03
3.24,1.22,3.24,-1.15,-1.92,1.09,-0.56,-1.03,-0.56,1.09,-1.92,-1.03
3.28,1.22,3.28,-1.15,-1.88,1.09,-0.52,-1.03,-0.52,1.09,-1.88,-1.03
3.32,1.22,3.32,-1.15,-1.84,1.09,-0.48,-1.03,-0.48,1.09,-1.84,-1.03
3.36,1.22,3.36,-1.15,-1.80,1.09,-0.44,-1.03,-0.44,1.09,-1.80,-1.03
3.40,1.22,3.40,-1.15,-1.76,1.09,-0.40,-1.03,-0.40,1.09,-1.76,-1.03
3.44,1.22,3.44,-1.15,-1.72,1.09,-0.36,-1.03,-0.36,1.09,-1.72,-1.03
3.48,1.22,3.48,-1.15,-1.68,1.09,-0.32,-1.03,-0.32,1.09,-1.68,-1.03
3.52,1.22,3.52,-1.15,-1.64,1.09,-0.28,-1.03,-0.28,1.09,-1.64,-1.03
3.56,1.22,3.56,-1.15,-1.60,1.09,-0.24,-1.03,-0.24,1.09,-1.60,-1.03
3.60,1.22,3.60,-1.15,-1.56,1.09,-0.20,-1.03,-0.20,1.09,-1.56,-1.03
3.64,1.22,3.64,-1.15,-1.52,1.09,-0.16,-1.03,-0.16,1.09,-1.52,-1.03
3.68,1.22,3.68,-1.15,-1.48,1.09,-0.12,-1.03,-0.12,1.09,-1.48,-1.03
3.72,1.22,3.72,-1.15,-1.44,1.09,-0.08,-1.03,-0.08,1.09,-1.44,-1.03
3.76,1.22,3.76,-1.15,-1.40,1.09,-0.04,-1.03,-0.04,1.09,-1.40,-1.03
3.80,1.22,3.80,-1.15,-1.36,1.09,0.00,-1.03,0.00,1.09,-1.36,-1.03
3.84,1.22,3.84,-1.15,-1.32,1.09,0.04,-1.03,0.04,1.09,-1.32,-1.03
3.88,1.22,3.88,-1.15,-1.28,1.09,0.08,-1.03,0.08,1.09,-1.28,-1.03
3.92,1.22,3.92,-1.15,-1.24,1.09,0.12,-1.03,0.12,1.09,-1.24,-1.03
3.96,1.22,3.96,-1.15,-1.20,1.09,0.16,-1.03,0.16,1.09,-1.20,-1.03
4.00,1.22,4.00,-1.15,-1.16,1.09,0.20,-1.03,0.20,1.09,-1.16,-1.03
4.04,1.22,4.04,-1.15,-1.12,1.09,0.24,-1.03,0.24,1.09,-1.12,-1.03
4.08,1.22,4.08,-1.15,-1.08,1.09,0.28,-1.03,0.28,1.09,-1.08,-1.03
4.12,1.22,4.12,-1.15,-1.04,1.09,0.32,-1.03,0.32,1.09,-1.04,-1.03
4.16,1.22,4.16,-1.15,-1.00,1.09,0.36,-1.03,0.36,1.09,-1.00,-1.03
4.20,1.22,4.20,-1.15,-0.96,1.09,0.40,-1.03,0.40,1.09,-0.96,-1.03
4.24,1.22,4.24,-1.15,-0.92,1.09,0.44,-1.03,0.44,1.09,-0.92,-1.03
4.28,1.22,4.28,-1.15,-0.88,1.09,0.48,-1.03,0.48,1.09,-0.88,-1.03
4.32,1.22,4.32,-1.15,-0.84,1.09,0.52,-1.03,0.52,1.09,-0.84,-1.03
4.36,1.22,4.36,-1.15,-0.80,1.09,0.56,-1.03,0.56,1.09,-0.80,-1.03
4.40,1.22,4.40,-1.15,-0.76,1.09,0.60,-1.03,0.60,1.09,-0.76,-1.03
4.44,1.22,4.44,-1.15,-0.72,1.09,0.64,-1.03,0.64,1.09,-0.72,-1.03
4.48,1.22,4.48,-1.15,-0.68,1.09,0.68,-1.03,0.68,1.09,-0.68,-1.03
4.52,1.22,4.52,-1.15,-0.64,1.09,0.72,-1.03,0.72,1.09,-0.64,-1.03
4.56,1.22,4.56,-1.15,-0.60,1.09,0.76,-1.03,0.76,1.09,-0.60,-1.03
4.60,1.22,4.60,-1.15,-0.56,1.09,0.80,-1.03,0.80,1.09,-0.56,-1.03
4.64,1.22,4.64,-1.15,-0.52,1.09,0.84,-1.03,0.84,1.09,-0.52,-1.03
4.68,1.22,4.68,-1.15,-0.48,1.09,0.88,-1.03,0.88,1.09,-0.48,-1.03
4.72,1.22,4.72,-1.15,-0.44,1.09,0.92,-1.03,0.92,1.09,-0.44,-1.03
4.76,1.22,4.76,-1.15,-0.40,1.09,0.96,-1.03,0.96,1.09,-0.40,-1.03
4.80,1.22,4.80,-1.15,-0.36,1.09,1.00,-1.03,1.00,1.09,-0.36,-1.03
4.84,1.22,4.84,-1.15,-0.32,1.09,1.04,-1.03,1.04,1.09,-0.32,-1.03
4.88,1.22,4.88,-1.15,-0.28,1.09,1.08,-1.03,1.08,1.09,-0.28,-1.03
4.92,1.22,4.92,-1.15,-0.24,1.09,1.12,-1.03,1.12,1.09,-0.24,-1.03
4.96,1.22,4.96,-1.15,-0.20,1.09,1.16,-1.03,1.16,1.09,-0.20,-1.03
5.00,1.22,5.00,-1.15,-0.16,1.09,1.20,-1.03,1.20,1.09,-0.16,-1.03
5.04,1.22,5.04,-1.15,-0.12,1.09,1.24,-1.03,1.24,1.09,-0.12,-1.03
5.08,1.22,5.08,-1.15,-0.08,1.09,1.28,-1.03,1.28,1.09,-0.08,-1.03
5.12,1.22,5.12,-1.15,-0.04,1.09,1.32,-1.03,1.32,1.09,-0.04,-1.03
5.16,1.22,5.16,-1.15,0.00,1.09,1.36,-1.03,1.36,1.09,0.00,-1.03
5.20,1.22,5.20,-1.15,0.04,1.09,1.40,-1.03,1.40,1.09,0.04,-1.03
5.24,1.22,5.24,-1.15,0.08,1.09,1.44,-1.03,1.44,1.09,0.08,-1.03
5.28,1.22,5.28,-1.15,0.12,1.09,1.48,-1.03,1.48,1.09,0.12,-1.03
5.32,1.22,5.32,-1.15,0.16,1.09,1.52,-1.03,1.52,1.09,0.16,-1.03
5.36,1.22,5.36,-1.15,0.20,1.09,1.56,-1.03,1.56,1.09,0.20,-1.03
5.40,1.22,5.40,-1.15,0.24,1.09,1.60,-1.03,1.60,1.09,0.24,-1.03
5.44,1.22,5.44,-1.15,0.28,1.09,1.64,-1.03,1.64,1.09,0.28,-1.03
5.48,1.22,5.48,-1.15,0.32,1.09,1.68,-1.03,1.68,1.09,0.32,-1.03
5.52,1.22,5.52,-1.15,0.36,1.09,1.72,-1.03,1.72,1.09,0.36,-1.03
5.56,1.22,5.56,-1.15,0.40,1.09,1.76,-1.03,1.76,1.09,0.40,-1.03
5.60,1.22,5.60,-1.15,0.44,1.09,1.80,-1.03,1.80,1.09,0.44,-1.03
5.64,1.22,5.64,-1.15,0.48,1.09,1.84,-1.03,1.84,1.09,0.48,-1.03
5.68,1.22,5.68,-1.15,0.52,1.09,1.88,-1.03,1.88,1.09,0.52,-1.03
5.72,1.22,5.72,-1.15,0.56,1.09,1.92,-1.03,1.92,1.09,0.56,-1.03
5.76,1.22,5.76,-1.15,0.60,1.09,1.96,-1.03,1.96,1.09,0.60,-1.03
5.80,1.22,5.80,-1.15,0.64,1.09,2.00,-1.03,2.00,1.09,0.64,-1.03
5.84,1.22,5.84,-1.15,0.68,1.09,2.04,-1.03,2.04,1.09,0.68,-1.03
5.88,1.22,5.88,-1.15,0.72,1.09,2.08,-1.03,2.08,1.09,0.72,-1.03
5.92,1.22,5.92,-1.15,0.76,1.09,2.12,-1.03,2.12,1.09,0.76,-1.03
5.96,1.22,5.96,-1.15,0.80,1.09,2.16,-1.03,2.16,1.09,0.80,-1.03
6.00,1.22,6.00,-1.15,0.84,1.09,2.20,-1.03,2.20,1.09,0.84,-1.03
6.04,1.22,6.04,-1.15,0.88,1.09,2.24,-1.03,2.24,1.09,0.88,-1.03
6.08,1.22,6.08,-1.15,0.92,1.09,2.28,-1.03,2.28,1.09,0.92,-1.03
6.12,1.22,6.12,-1.15,0.96,1.09,2.32,-1.03,2.32,1.09,0.96,-1.03
6.16,1.22,6.16,-1.15,1.00,1.09,2.36,-1.03,2.36,1.09,1.00,-1.03
6.20,1.22,6.20,-1.15,1.04,1.09,2.40,-1.03,2.40,1.09,1.04,-1.03
6.24,1.22,6.24,-1.15,1.08,1.09,2.44,-1.03,2.44,1.09,1.08,-1.03
6.28,1.22,6.28,-1.15,1.12,1.09,2.48,-1.03,2.48,1.09,1.12,-1.03
6.32,1.22,6.32,-1.15,1.16,1.09,2.52,-1.03,2.52,1.09,1.16,-1.03
6.36,1.22,6.36,-1.15,1.20,1.09,2.56,-1.03,2.56,1.09,1.20,-1.03
6.40,1.22,6.40,-1.15,1.24,1.09,2.60,-1.03,2.60,1.09,1.24,-1.03
6.44,1.22,6.44,-1.15,1.28,1.09,2.64,-1.03,2.64,1.09,1.28,-1.03
6.48,1.22,6.48,-1.15,1.32,1.09,2.68,-1.03,2.68,1.09,1.32,-1.03
6.52,1.22,6.52,-1.15,1.36,1.09,2.72,-1.03,2.72,1.09,1.36,-1.03
6.56,1.22,6.56,-1.15,1.40,1.09,2.76,-1.03,2.76,1.09,1.40,-1.03
6.60,1.22,6.60,-1.15,1.44,1.09,2.80,-1.03,2.80,1.09,1.44,-1.03
6.64,1.22,6.64,-1.15,1.48,1.09,2.84,-1.03,2.84,1.09,1.48,-1.03
6.68,1.22,6.68,-1.15,1.52,1.09,2.88,-1.03,2.88,1.09,1.52,-1.03
6.72,1.22,6.72,-1.15,1.56,1.09,2.92,-1.03,2.92,1.09,1.56,-1.03
6.76,1.22,6.76,-1.15,1.60,1.09,2.96,-1.03,2.96,1.09,1.60,-1.03
6.80,1.22,6.80,-1.15,1.64,1.09,3.00,-1.03,3.00,1.09,1.64,-1.03
6.84,1.22,6.84,-1.15,1.68,1.09,3.04,-1.03,3.04,1.09,1.68,-1.03
6.88,1.22,6.88,-1.15,1.72,1.09,3.08,-1.03,3.08,1.09,1.72,-1.03
6.92,1.22,6.92,-1.15,1.76,1.09,3.12,-1.03,3.12,1.09,1.76,-1.03
6.96,1.22,6.96,-1.15,1.80,1.09,3.16,-1.03,3.16,1.09,1.80,-1.03
7.00,1.22,7.00,-1.15,1.84,1.09,3.20,-1.03,3.20,1.09,1.84,-1.03
7.04,1.22,7.04,-1.15,1.88,1.09,3.24,-1.03,3.24,1.09,1.88,-1.03
7.08,1.22,7.08,-1.15,1.92,1.09,3.28,-1.03,3.28,1.09,1.92,-1.03
7.12,1.22,7.12,-1.15,1.96,1.09,3.32,-1.03,3.32,1.09,1.96,-1.03
7.16,1.22,7.16,-1.15,2.00,1.09,3.36,-1.03,3.36,1.09,2.00,-1.03
7.20,1.22,7.20,-1.15,2.04,1.09,3.40,-1.03,3.40,1.09,2.04,-1.03
7.24,1.22,7.24,-1.15,2.08,1.09,3.44,-1.03,3.44,1.09,2.08,-1.03
7.28,1.22,7.28,-1.15,2.12,1.09,3.48,-1.03,3.48,1.09,2.12,-1.03
7.32,1.22,7.32,-1.15,2.16,1.09,3.52,-1.03,3.52,1.09,2.16,-1.03
7.36,1.22,7.36,-1.15,2.20,1.09,3.56,-1.03,3.56,1.09,2.20,-1.03
7.40,1.22,7.40,-1.15,2.24,1.09,3.60,-1.03,3.60,1.09,2.24,-1.03
7.44,1.22,7.44,-1.15,2.28,1.09,3.64,-1.03,3.64,1.09,2.28,-1.03
7.48,1.22,7.48,-1.15,2.32,1.09,3.68,-1.03,3.68,1.09,2.32,-1.03
7.52,1.22,7.52,-1.15,2.36,1.09,3.72,-1.03,3.72,1.09,2.36,-1.03
7.56,1.22,7.56,-1.15,2.40,1.09,3.76,-1.03,3.76,1.09,2.40,-1.03
7.60,1.22,7.60,-1.15,2.44,1.09,3.80,-1.03,3.80,1.09,2.44,-1.03
7.64,1.22,7.64,-1.15,2.48,1.09,3.84,-1.03,3.84,1.09,2.48,-1.03
7.68,1.22,7.68,-1.15,2.52,1.09,3.88,-1.03,3.88,1.09,2.52,-1.03
7.72,1.22,7.72,-1.15,2.56,1.09,3.92,-1.03,3.92,1.09,2.56,-1.03
7.76,1.22,7.76,-1.15,2.60,1.09,3.96,-1.03,3.96,1.09,2.60,-1.03
7.80,1.22,7.80,-1.15,2.64,1.09,4.00,-1.03,4.00,1.09,2.64,-1.03
7.84,1.22,7.84,-1.15,2.68,1.09,4.04,-1.03,4.04,1.09,2.68,-1.03
7.88,1.22,7.88,-1.15,2.72,1.09,4.08,-1.03,4.08,1.09,2.72,-1.03
7.92,1.22,7.92,-1.15,2.76,1.09,4.12,-1.03,4.12,1.09,2.76,-1.03
7.96,1.22,7.96,-1.15,2.80,1.09,4.16,-1.03,4.16,1.09,2.80,-1.03
8.00,1.22,8.00,-1.15,2.84,1.09,4.20,-1.03,4.20,1.09,2.84,-1.03
8.04,1.22,8.04,-1.15,2.88,1.09,4.24,-1.03,4.24,1.09,2.88,-1.03
8.08,1.22,8.08,-1.15,2.92,1.09,4.28,-1.03,4.28,1.09,2.92,-1.03
8.12,1.22,8.12,-1.15,2.96,1.09,4.32,-1.03,4.32,1.09,2.96,-1.03
8.16,1.22,8.16,-1.15,3.00,1.09,4.36,-1.03,4.36,1.09,3.00,-1.03
8.20,1.22,8.20,-1.15,3.04,1.09,4.40,-1.03,4.40,1.09,3.04,-1.03
8.24,1.22,8.24,-1.15,3.08,1.09,4.44,-1.03,4.44,1.09,3.08,-1.03
8.28,1.22,8.28,-1.15,3.12,1.09,4.48,-1.03,4.48,1.09,3.12,-1.03
8.32,1.22,8.32,-1.15,3.16,1.09,4.52,-1.03,4.52,1.09,3.16,-1.03
8.36,1.22,8.36,-1.15,3.20,1.09,4.56,-1.03,4.56,1.09,3.20,-1.03
